category,fund_code,name,as_of_date,nav,currency,region,target,return_1y,momentum_6m,sharpe,source_sheet
usa,,美盛銳思美國小型公司機會基金優類股美元累積型,2026-08-11,623.05,美元,美國,中小型股,46.32,14.78,0.72,淨值+報酬率
japan,,高盛基金III - 高盛亞洲收益基金X股對沖級別澳幣(月配息)(本基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,242.36,澳幣,亞洲不含日本,股票型,46.13,7.38,0.57,淨值+報酬率
japan,,安本基金-日本永續股票基金A累積日圓,2026-08-11,1258.8602,日圓,日本,股票型,45.97,12.75,0.95,淨值+報酬率
japan,,柏瑞環球基金-柏瑞亞洲(日本除外)股票基金Y,2026-08-11,958.8558,美元,亞洲不含日本,股票型,45.89,15.98,0.51,淨值+報酬率
japan,,駿利亨德森遠見基金-日本小型公司基金I2日圓,2026-08-11,16573.66,日圓,日本,中小型股,45.63,17.28,1.06,淨值+報酬率
japan,,先機亞太股票入息基金L類累積股(歐元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,83.1406,歐元,亞太不含日本,股票型,45.56,20.63,0.71,淨值+報酬率
japan,,法巴日本股票基金C(日圓),2026-08-10,15411.0,日圓,日本,股票型,45.55,10.61,0.97,淨值+報酬率
japan,,瀚亞投資-日本動力股票基金A(美元),2026-08-10,36.902,美元,日本,股票型,45.35,12.22,0.61,淨值+報酬率
japan,,霸菱亞洲增長基金-A類歐元配息型,2026-08-11,163.49,歐元,亞太不含日本,股票型,45.35,16.05,0.57,淨值+報酬率
japan,,聯博-亞洲股票基金AD月配加幣避險級別(基金之配息來源可能為本金),2026-08-11,16.23,加幣,亞洲不含日本,股票型,45.12,6.88,0.58,淨值+報酬率
japan,,高盛基金III - 高盛亞洲收益基金X股美元(本基金並無保證收益),2026-08-11,1980.36,美元,亞洲不含日本,股票型,45.08,7.92,0.55,淨值+報酬率
japan,,高盛基金III - 高盛亞洲收益基金X股美元(月配息)(本基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,236.56,美元,亞洲不含日本,股票型,45.07,7.91,0.55,淨值+報酬率
japan,,晉達環球策略基金-亞洲股票基金I累積股份,2026-08-11,65.46,美元,亞洲不含日本,股票型,44.95,13.84,0.58,淨值+報酬率
japan,,施羅德環球基金系列-亞洲優勢(美元)A-累積,2026-08-11,36.9386,美元,亞太不含日本,股票型,44.9,12.66,0.58,淨值+報酬率
japan,,施羅德環球基金系列-亞洲優勢(美元)A-年配浮動(基金之配息來源可能為本金),2026-08-11,26.3847,美元,亞太不含日本,股票型,44.9,12.66,0.58,淨值+報酬率
japan,,法巴日本小型股票基金C(日圓),2026-08-10,34478.0,日圓,日本,中小型股,44.85,11.46,0.95,淨值+報酬率
japan,,駿利亨德森遠見基金-日本小型公司基金A2日圓,2026-08-11,16987.81,日圓,日本,中小型股,44.79,17.11,1.04,淨值+報酬率
japan,,柏瑞環球基金-柏瑞亞洲(日本除外)股票基金A,2026-08-11,57.6474,美元,亞洲不含日本,股票型,44.73,15.52,0.5,淨值+報酬率
usa,,美盛銳思美國小型公司機會基金A類股美元配息型(A),2026-08-11,1432.38,美元,美國,中小型股,44.72,14.16,0.7,淨值+報酬率
usa,,美盛銳思美國小型公司機會基金A類股美元累積型,2026-08-11,471.65,美元,美國,中小型股,44.72,14.15,0.7,淨值+報酬率
japan,,瀚亞投資-亞洲股票收益基金Azdmc1(南非幣避險穩定月配)(本基金配息來源可能為本金),2026-08-11,11.24,南非幣,亞太不含日本,股票型,44.72,11.62,0.69,淨值+報酬率
japan,,施羅德環球基金系列-日本優勢(美元避險)A-累積,2026-08-10,57.5172,美元,日本,股票型,44.46,11.48,0.94,淨值+報酬率
japan,,先機亞太股票入息基金L類收益股(美元穩定配息) (基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,16.0156,美元,亞太不含日本,股票型,44.45,16.96,0.62,淨值+報酬率
japan,,聯博-亞洲股票基金AD月配紐幣避險級別(基金之配息來源可能為本金),2026-08-11,20.16,紐幣,亞洲不含日本,股票型,44.34,6.51,0.57,淨值+報酬率
japan,,先機亞太股票入息基金L類累積股(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,8.8065,美元,亞太不含日本,股票型,44.26,16.91,0.62,淨值+報酬率
japan,,施羅德環球基金系列-亞洲優勢(美元)A1-累積,2026-08-11,33.1283,美元,亞太不含日本,股票型,44.18,12.38,0.58,淨值+報酬率
japan,,霸菱亞洲增長基金-A類美元配息型,2026-08-11,188.62,美元,亞太不含日本,股票型,-27.66,-5.86,0.52,淨值+報酬率
japan,,安聯亞洲總回報股票基金-IT2累積類股(美元),2026-08-11,2351.66,美元,亞洲不含日本,股票型,43.95,13.34,0.52,淨值+報酬率
japan,,法巴日本小型股票基金N(日圓),2026-08-10,28251.0,日圓,日本,中小型股,43.76,11.05,0.93,淨值+報酬率
japan,,施羅德環球基金系列-日本優勢(美元避險)A1-累積,2026-08-10,53.9039,美元,日本,股票型,43.74,11.21,0.93,淨值+報酬率
healthcare,,駿利亨德森資產管理基金-駿利亨德森環球生命科技基金I2美元,2026-08-11,87.22,美元,全球,健康護理股,43.74,10.48,0.77,淨值+報酬率
japan,,高盛基金III - 高盛亞洲收益基金Y股美元(月配息)(本基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,228.17,美元,亞洲不含日本,股票型,43.64,7.37,0.53,淨值+報酬率
japan,,晉達環球策略基金-亞洲股票基金A累積股份,2026-08-11,55.19,美元,亞洲不含日本,股票型,43.61,13.33,0.57,淨值+報酬率
japan,,百達-亞洲股票(不含日本)-I美元,2026-08-11,550.32,美元,亞洲不含日本,股票型,43.45,14.11,0.48,淨值+報酬率
japan,,霸菱亞洲增長基金-A類英鎊配息型,2026-08-11,139.71,英鎊,亞太不含日本,股票型,43.42,14.05,0.55,淨值+報酬率
usa,,美盛銳思美國小型公司機會基金A類股澳幣累積型(避險),2026-08-11,336.06,澳幣,美國,中小型股,43.19,13.76,0.68,淨值+報酬率
japan,,安聯日本股票基金-AT累積類股(日圓),2026-08-10,3291.69,日圓,日本,股票型,43.05,13.16,0.96,淨值+報酬率
japan,,先機亞太股票入息基金C2類收益股(美元穩定配息) (基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,15.609,美元,亞太不含日本,股票型,42.95,16.37,0.6,淨值+報酬率
japan,,安聯日本股票基金-AMf2固定月配類股(日圓)(基金之配息來源可能為本金),2026-08-10,3256.31,日圓,日本,股票型,42.86,13.12,0.96,淨值+報酬率
japan,,先機亞太股票入息基金C2類累積股(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,15.6457,美元,亞太不含日本,股票型,42.84,16.34,0.6,淨值+報酬率
japan,,先機亞太股票入息基金B類累積股(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,82.3793,美元,亞太不含日本,股票型,42.84,16.34,0.6,淨值+報酬率
japan,,瀚亞投資-亞洲股票收益基金Admc1(美元穩定月配)(本基金配息來源可能為本金),2026-08-11,9.922,美元,亞太不含日本,股票型,42.78,11.1,0.66,淨值+報酬率
japan,,摩根亞洲增長基金數位級別(美元)(累計),2026-08-11,17.1,美元,亞太不含日本,股票型,42.74,11.84,0.56,淨值+報酬率
japan,,瀚亞投資-亞洲股票收益基金A(美元),2026-08-11,22.584,美元,亞太不含日本,股票型,42.69,11.05,0.66,淨值+報酬率
usa,,iShares美國數位基礎設施與房地產IDGT.US,2026-08-11,117.4997,美元,美國,市場指數,42.68,28.61,0.53,淨值+報酬率
healthcare,,駿利亨德森資產管理基金-駿利亨德森環球生命科技基金A2美元,2026-08-11,69.94,美元,全球,健康護理股,42.56,10.04,0.75,淨值+報酬率
japan,,安聯亞洲總回報股票基金-AMg穩定月收總收益類股(美元)(基金之配息來源可能為本金),2026-08-11,13.7778,美元,亞洲不含日本,股票型,42.55,12.79,0.51,淨值+報酬率
japan,,晉達環球策略基金-亞洲股票基金C收益股份,2026-08-11,99.27,美元,亞洲不含日本,股票型,42.55,12.91,0.56,淨值+報酬率
japan,,安聯亞洲總回報股票基金-AM穩定月收類股(美元)(基金之配息來源可能為本金),2026-08-11,16.8802,美元,亞洲不含日本,股票型,42.53,12.78,0.51,淨值+報酬率
japan,,景順日本股票優勢基金C(美元對沖)股美元,2026-08-11,30.8,美元,日本,股票型,42.53,15.44,1.08,淨值+報酬率
japan,,富達基金-日本價值基金(A股累計美元避險),2026-08-11,54.06,美元,日本,股票型,42.53,4.14,0.59,淨值+報酬率
japan,,百達-亞洲股票(不含日本)-R歐元,2026-08-11,338.48,歐元,亞洲不含日本,股票型,42.5,16.48,0.48,淨值+報酬率
japan,,安聯亞洲總回報股票基金-A配息類股(美元)(基金之配息來源可能為本金),2026-08-11,53.8931,美元,亞洲不含日本,股票型,42.49,12.77,0.51,淨值+報酬率
japan,,先機亞太股票入息基金C類累積股(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,76.6699,美元,亞太不含日本,股票型,42.13,16.05,0.59,淨值+報酬率
healthcare,,安聯全球生物科技基金-A配息類股(歐元),2026-08-11,257.44,歐元,全球,生物科技,41.88,15.4,0.44,淨值+報酬率
japan,,施羅德環球基金系列-亞洲總回報(美元)A-累積,2026-08-11,592.9141,美元,亞洲不含日本,股票型,41.7,17.18,0.57,淨值+報酬率
japan,,摩根亞洲增長基金,2026-08-11,29.14,美元,亞太不含日本,股票型,41.59,11.39,0.55,淨值+報酬率
japan,,百達-亞洲股票(不含日本)-R美元,2026-08-11,390.95,美元,亞洲不含日本,股票型,41.59,13.37,0.46,淨值+報酬率
japan,,摩根基金-亞太股票基金A股(美元)(累計),2026-08-11,45.98,美元,亞洲不含日本,股票型,41.52,11.74,0.62,淨值+報酬率
japan,,施羅德環球基金系列-日本優勢(歐元避險)A-累積,2026-08-10,47.2385,歐元,日本,股票型,41.5,10.32,0.89,淨值+報酬率
japan,,景順日本股票優勢基金A(美元對沖)股美元,2026-08-11,29.04,美元,日本,股票型,41.38,14.96,1.05,淨值+報酬率
healthcare,,駿利亨德森資產管理基金-駿利亨德森環球生命科技基金T2美元,2026-08-11,15.15,美元,全球,健康護理股,41.19,9.54,0.73,淨值+報酬率
healthcare,,駿利亨德森資產管理基金-駿利亨德森環球生命科技基金B2美元,2026-08-11,53.48,美元,全球,健康護理股,41.15,9.48,0.73,淨值+報酬率
japan,,瀚亞投資-亞洲股票收益基金Aadmc1(澳幣避險穩定月配)(本基金配息來源可能為本金),2026-08-11,8.899,澳幣,亞太不含日本,股票型,41.04,10.56,0.64,淨值+報酬率
japan,,施羅德環球基金系列-亞洲總回報(美元)A1-累積,2026-08-11,545.7097,美元,亞洲不含日本,股票型,41.0,16.9,0.56,淨值+報酬率
japan,,施羅德環球基金系列-新興亞洲(歐元)A-累積,2026-08-11,70.1625,歐元,亞洲不含日本,股票型,40.93,12.59,0.54,淨值+報酬率
japan,,富達基金-日本價值基金(B股累計美元避險),2026-08-11,20.11,美元,日本,股票型,40.93,3.5,0.57,淨值+報酬率
japan,,安聯亞洲總回報股票基金-AM穩定月收類股(澳幣避險)(基金之配息來源可能為本金),2026-08-11,14.3069,澳幣,亞洲不含日本,股票型,40.85,12.31,0.5,淨值+報酬率
japan,,安本基金-日本小型公司永續股票基金X累積美元避險,2026-08-11,32.5904,美元,日本,股票型,40.66,10.05,0.85,淨值+報酬率
healthcare,,駿利亨德森資產管理基金-駿利亨德森環球生命科技基金I2歐元避險,2026-08-11,57.11,歐元,全球,健康護理股,40.63,9.36,0.72,淨值+報酬率
japan,,安盛投資管理股票基金-安盛投資管理日本股票基金B,2026-08-10,2918.74,日圓,日本,股票型,40.61,13.92,0.82,淨值+報酬率
japan,,利安資金日本增長基金A美元避險級別,2026-08-07,5.095,美元,日本,股票型,40.51,12.42,1.23,淨值+報酬率
japan,,瀚亞投資-亞洲股票收益基金T3dmc1(美元後收穩定月配)(本基金配息來源可能為本金),2026-08-11,14.716,美元,亞太不含日本,股票型,40.5,10.54,0.64,淨值+報酬率
japan,,百達-日本精選-HI美元,2026-08-10,409.59,美元,日本,股票型,40.4,10.4,0.94,淨值+報酬率
japan,,施羅德環球基金系列-新興亞洲(歐元)A1-累積,2026-08-11,63.4001,歐元,亞洲不含日本,股票型,40.23,12.32,0.53,淨值+報酬率
japan,,施羅德環球基金系列-新興亞洲(美元)A-累積,2026-08-11,81.0442,美元,亞洲不含日本,股票型,40.0,9.53,0.5,淨值+報酬率
japan,,施羅德環球基金系列-日本優勢(日圓)A-累積,2026-08-10,4989.2828,日圓,日本,股票型,40.0,9.76,0.86,淨值+報酬率
japan,,荷寶資本成長基金-荷寶亞太優越股票D歐元,2026-08-07,341.44,歐元,太平洋地區(含日本),股票型,39.92,10.94,0.66,淨值+報酬率
japan,,安本基金-日本小型公司永續股票基金A累積美元避險,2026-08-11,49.1276,美元,日本,股票型,39.58,9.62,0.83,淨值+報酬率
healthcare,,駿利亨德森資產管理基金-駿利亨德森環球生命科技基金A2歐元避險,2026-08-11,55.47,歐元,全球,健康護理股,39.48,8.94,0.7,淨值+報酬率
japan,,富達基金-日本價值基金(Y股累計日圓),2026-08-11,7586.0,日圓,日本,股票型,39.47,3.1,0.56,淨值+報酬率
japan,,瀚亞投資-亞洲股票收益基金Andmc1(紐幣避險穩定月配)(本基金配息來源可能為本金),2026-08-11,9.195,紐幣,亞太不含日本,股票型,39.34,9.69,0.62,淨值+報酬率
japan,,施羅德環球基金系列-新興亞洲(美元)A1-累積,2026-08-11,73.1986,美元,亞洲不含日本,股票型,39.31,9.26,0.49,淨值+報酬率
japan,,施羅德環球基金系列-日本優勢(日圓)A1-累積,2026-08-10,4490.9754,日圓,日本,股票型,39.29,9.48,0.85,淨值+報酬率
japan,,荷寶資本成長基金-荷寶亞太優越股票D美元,2026-08-07,398.4,美元,太平洋地區(含日本),股票型,39.08,8.44,0.56,淨值+報酬率
japan,,普徠仕(盧森堡)系列基金-普徠仕亞洲(日本除外)股票基金I級別(美元),2026-08-11,42.31,美元,亞洲不含日本,股票型,38.99,13.8,0.49,淨值+報酬率
japan,,普徠仕(盧森堡)系列基金-普徠仕亞洲(日本除外)股票基金Q級別(美元),2026-08-11,24.37,美元,亞洲不含日本,股票型,38.94,13.77,0.49,淨值+報酬率
japan,,施羅德環球基金系列-新興亞洲(美元)U-累積,2026-08-11,140.2553,美元,亞洲不含日本,股票型,38.6,8.98,0.48,淨值+報酬率
japan,,瀚亞投資-亞洲股票基金A(美元),2026-08-11,33.135,美元,亞太不含日本,股票型,38.47,8.43,0.55,淨值+報酬率
japan,,荷寶資本成長基金-荷寶亞太優越股票M美元,2026-08-07,254.6,美元,太平洋地區(含日本),股票型,38.41,8.17,0.55,淨值+報酬率
japan,,富達基金-太平洋基金(A股美元避險),2026-08-11,24.67,美元,太平洋地區(含日本),股票型,38.36,8.49,0.65,淨值+報酬率
japan,,富達基金-日本價值基金(A2股日圓),2026-08-11,11475.9,日圓,日本,股票型,38.31,2.68,0.55,淨值+報酬率
japan,,景順日本股票優勢基金A(歐元對沖)股歐元,2026-08-11,37.98,歐元,日本,股票型,38.11,13.71,0.97,淨值+報酬率
usa,,iShares羅素2000指數IWM.US,2026-08-11,300.99,美元,美國,市場指數,38.07,14.08,0.69,淨值+報酬率
japan,,新加坡大華亞太增長基金-USD,2026-08-07,2.2587,美元,太平洋地區(含日本),股票型,38.05,13.25,0.56,淨值+報酬率
japan,,普徠仕(盧森堡)系列基金-普徠仕亞洲(日本除外)股票基金A級別(美元),2026-08-11,25.39,美元,亞洲不含日本,股票型,37.84,13.3,0.48,淨值+報酬率
japan,,景順日本股票優勢基金C股日圓,2026-08-11,12972.0,日圓,日本,股票型,37.72,13.61,0.96,淨值+報酬率
usa,,美盛銳思美國小型公司基金A類股歐元配息型(A),2026-08-11,364.79,歐元,美國,中小型股,37.56,9.6,0.59,淨值+報酬率
usa,,美盛銳思美國小型公司基金A類股歐元累積型,2026-08-11,515.32,歐元,美國,中小型股,37.56,9.61,0.59,淨值+報酬率
japan,,摩根士丹利亞洲股票基金A(美元)(本基金非屬環境、社會、治理相關主題基金),2026-08-11,107.76,美元,亞太不含日本,股票型,37.45,11.26,0.46,淨值+報酬率
japan,,新加坡大華亞太增長基金,2026-08-07,2.8883,新幣,太平洋地區(含日本),股票型,37.31,13.92,0.6,淨值+報酬率
japan,,富達基金-亞洲股票ESG基金(Y股累計美元),2026-08-11,25.51,美元,亞洲不含日本,股票型,37.3,10.48,0.57,淨值+報酬率
japan,,貝萊德亞洲巨龍基金A2歐元,2026-08-11,63.56,歐元,亞洲不含日本,股票型,37.25,13.04,0.47,淨值+報酬率
japan,,利安資金日本增長基金A新元避險級別,2026-08-07,4.976,新幣,日本,股票型,37.08,11.27,1.16,淨值+報酬率
japan,,施羅德環球基金系列-亞洲股息基金(美元)C-累積,2026-08-11,258.8034,美元,亞太不含日本,股票型,37.02,10.51,0.72,淨值+報酬率
japan,,富達基金-亞洲股票ESG基金(A股歐元),2026-08-11,13.93,歐元,亞洲不含日本,股票型,36.98,13.26,0.58,淨值+報酬率
japan,,富達基金-日本價值基金(B股日圓),2026-08-11,1757.0,日圓,日本,股票型,36.94,2.15,0.53,淨值+報酬率
japan,,富達基金-亞洲股票ESG基金(A股累計歐元),2026-08-11,47.34,歐元,亞洲不含日本,股票型,36.94,13.28,0.58,淨值+報酬率
japan,,利安資金日本增長基金A級別日元,2026-08-07,434.0,日圓,日本,股票型,36.91,11.28,1.14,淨值+報酬率
usa,,美盛銳思美國小型公司基金A類股美元累積型,2026-08-11,341.22,美元,美國,中小型股,36.86,6.59,0.5,淨值+報酬率
japan,,瀚亞投資-亞洲動力股票基金A(美元),2026-08-11,17.532,美元,亞洲不含日本,股票型,36.84,6.71,0.56,淨值+報酬率
usa,,美盛銳思美國小型公司基金A類股美元配息型(A),2026-08-11,576.91,美元,美國,中小型股,36.81,6.57,0.5,淨值+報酬率
japan,,景順日本股票優勢基金A股日圓,2026-08-11,11145.0,日圓,日本,股票型,36.66,13.18,0.93,淨值+報酬率
usa,,施羅德環球基金系列-美國中小型股票(歐元)A-累積,2026-08-11,517.0719,歐元,美國,中小型股,36.62,10.87,0.82,淨值+報酬率
japan,,路博邁投資基金-NB日本股票基金I累積類股(美元),2026-08-10,19.01,美元,日本,股票型,36.57,11.63,0.94,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(南非幣避險)A-月配固定(C)(基金之配息來源可能為本金),2026-08-11,465.7875,南非幣,亞洲不含日本,股票型,36.42,11.37,0.66,淨值+報酬率
japan,,貝萊德亞洲巨龍基金A2美元,2026-08-11,73.37,美元,亞洲不含日本,股票型,36.35,10.02,0.45,淨值+報酬率
japan,,瀚亞投資-亞太股票基金A(美元),2026-08-11,17.172,美元,亞太不含日本,股票型,36.25,7.84,0.59,淨值+報酬率
japan,,富達基金-亞洲股票ESG基金(A股累計美元),2026-08-11,43.03,美元,亞洲不含日本,股票型,36.21,10.02,0.55,淨值+報酬率
japan,,百達-日本精選-I日元,2026-08-10,47414.93,日圓,日本,股票型,36.2,8.81,0.85,淨值+報酬率
japan,,富達基金-亞洲股票ESG基金(A股美元),2026-08-11,16.07,美元,亞洲不含日本,股票型,36.19,10.07,0.55,淨值+報酬率
japan,,安本基金-日本小型公司永續股票基金X累積日圓,2026-08-11,59.92,日圓,日本,股票型,36.08,8.34,0.77,淨值+報酬率
japan,,百達-日本精選-HR歐元,2026-08-10,245.74,歐元,日本,股票型,35.99,8.66,0.85,淨值+報酬率
usa,,施羅德環球基金系列-美國中小型股票(歐元)A1-累積,2026-08-11,470.2903,歐元,美國,中小型股,35.93,10.59,0.81,淨值+報酬率
japan,,施羅德環球基金系列-亞洲股息基金(美元)A-月配固定(基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,94.5386,美元,亞太不含日本,股票型,35.92,10.04,0.7,淨值+報酬率
japan,,施羅德環球基金系列-亞洲股息基金(美元)A-累積,2026-08-11,232.8464,美元,亞太不含日本,股票型,35.92,10.04,0.7,淨值+報酬率
japan,,M＆G日本基金A(歐元),2026-08-11,39.136,歐元,日本,股票型,35.89,9.04,0.67,淨值+報酬率
japan,,M＆G日本小型股基金A(歐元),2026-08-11,66.822,歐元,日本,中小型股,35.77,12.85,0.62,淨值+報酬率
usa,,施羅德環球基金系列-美國中小型股票(美元)A-累積,2026-08-11,600.522,美元,美國,中小型股,35.71,7.85,0.62,淨值+報酬率
japan,,富達基金-太平洋基金(Y股累計歐元),2026-08-11,32.8,歐元,太平洋地區(含日本),股票型,35.59,10.1,0.6,淨值+報酬率
japan,,貝萊德亞洲巨龍基金A2英鎊,2026-08-11,54.34,英鎊,亞洲不含日本,股票型,35.55,11.28,0.47,淨值+報酬率
japan,,施羅德環球基金系列-日本股票(美元避險)A-累積,2026-08-10,444.0823,美元,日本,股票型,35.49,6.11,0.72,淨值+報酬率
japan,,路博邁投資基金-NB日本股票基金A累積類股(美元),2026-08-10,18.14,美元,日本,股票型,35.37,11.15,0.91,淨值+報酬率
japan,,法巴日本股票基金C(美元),2026-08-10,96.95,美元,日本,股票型,35.35,7.3,0.59,淨值+報酬率
japan,,安聯亞洲多元收益基金-IT累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,25.7095,美元,亞洲不含日本,平衡型,35.12,12.83,0.74,淨值+報酬率
japan,,安本基金-日本小型公司永續股票基金A累積日圓,2026-08-11,3248.1698,日圓,日本,股票型,35.07,7.94,0.75,淨值+報酬率
usa,,施羅德環球基金系列-美國中小型股票(美元)A1-累積,2026-08-11,544.3137,美元,美國,中小型股,35.04,7.59,0.61,淨值+報酬率
usa,,聯博-美國價值基金A級別美元,2026-08-11,23.01,美元,美國,股票型,35.04,11.16,0.79,淨值+報酬率
japan,,駿利亨德森遠見基金-日本小型公司基金I2美元,2026-08-11,121.43,美元,日本,中小型股,35.03,12.98,0.64,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(南非幣避險)U-月配固定(C)(基金之配息來源可能為本金),2026-08-11,431.1812,南非幣,亞洲不含日本,股票型,35.01,10.79,0.64,淨值+報酬率
japan,,高盛基金III - 高盛日本股票基金X股對沖級別美元,2026-08-07,754.76,美元,日本,股票型,34.98,10.17,0.87,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(美元)A-累積,2026-08-11,62.6905,美元,亞洲不含日本,股票型,34.98,11.02,0.64,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(美元)A-月配固定(基金之配息來源可能為本金),2026-08-11,29.7156,美元,亞洲不含日本,股票型,34.98,11.03,0.64,淨值+報酬率
japan,,富達基金-新興亞洲基金(Y股累計美元),2026-08-11,66.75,美元,亞洲不含日本,股票型,34.88,8.73,0.48,淨值+報酬率
japan,,貝萊德亞洲巨龍基金Hedged A2澳幣,2026-08-11,21.47,澳幣,亞洲不含日本,股票型,34.86,9.43,0.44,淨值+報酬率
japan,,富達基金-亞洲股票ESG基金(B股累計美元),2026-08-11,17.69,美元,亞太不含日本,股票型,34.83,9.47,0.53,淨值+報酬率
japan,,富達基金-太平洋基金(Y股累計美元),2026-08-11,38.71,美元,太平洋地區(含日本),股票型,34.83,6.96,0.5,淨值+報酬率
japan,,富達基金-太平洋基金(Y股美元),2026-08-11,26.06,美元,太平洋地區(含日本),股票型,34.79,6.97,0.5,淨值+報酬率
japan,,百達-日本精選-R日元,2026-08-10,37076.97,日圓,日本,股票型,34.69,8.22,0.82,淨值+報酬率
japan,,施羅德環球基金系列-亞洲股息基金(澳幣避險)A-月配固定(C)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,91.4507,澳幣,亞太不含日本,股票型,34.54,9.62,0.68,淨值+報酬率
japan,,貝萊德日本特別時機基金Hedged A2美元,2026-08-11,40.91,美元,日本,股票型,34.53,5.03,0.68,淨值+報酬率
japan,,富達基金-新興亞洲基金(A股歐元),2026-08-11,46.41,歐元,亞洲不含日本,股票型,34.48,11.46,0.52,淨值+報酬率
japan,,富達基金-新興亞洲基金(A股累計歐元),2026-08-11,46.65,歐元,亞洲不含日本,股票型,34.48,11.47,0.52,淨值+報酬率
japan,,施羅德環球基金系列-日本股票(美元避險)A1-累積,2026-08-10,370.4355,美元,日本,股票型,34.48,5.72,0.7,淨值+報酬率
japan,,富達基金-日本股票ESG基金(A股累計美元避險),2026-08-11,36.34,美元,日本,股票型,34.39,8.8,0.61,淨值+報酬率
japan,,駿利亨德森遠見基金-日本小型公司基金A2美元,2026-08-11,106.3,美元,日本,中小型股,34.35,12.9,0.63,淨值+報酬率
japan,,安聯日本股票基金-IT累積類股(美元),2026-08-10,51.3902,美元,日本,股票型,34.35,11.24,0.59,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(美元)A1-累積,2026-08-11,56.594,美元,亞洲不含日本,股票型,34.31,10.75,0.63,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(美元)A1-月配固定(基金之配息來源可能為本金),2026-08-11,26.2235,美元,亞洲不含日本,股票型,34.31,10.75,0.63,淨值+報酬率
japan,,安聯亞洲多元收益基金-AMg穩定月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,9.3935,美元,亞洲不含日本,平衡型,34.28,12.49,0.73,淨值+報酬率
japan,,安聯亞洲多元收益基金-AT累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,18.2726,美元,亞洲不含日本,平衡型,34.25,12.46,0.72,淨值+報酬率
japan,,富達基金-亞太入息基金(Y股累計美元)(本基金並無保證收益及配息),2026-08-11,31.66,美元,亞太不含日本,股票型,33.93,7.47,0.62,淨值+報酬率
japan,,富達基金-新興亞洲基金(A股累計美元),2026-08-11,34.12,美元,亞洲不含日本,股票型,33.75,8.25,0.47,淨值+報酬率
japan,,景順亞洲動力基金C股美元,2026-08-11,34.17,美元,亞洲不含日本,股票型,33.74,9.1,0.74,淨值+報酬率
japan,,景順亞洲動力基金C-年配息股美元,2026-08-11,18.72,美元,亞洲不含日本,股票型,33.73,9.11,0.74,淨值+報酬率
japan,,富達基金-新興亞洲基金(A股美元),2026-08-11,33.76,美元,亞洲不含日本,股票型,33.7,8.24,0.47,淨值+報酬率
japan,,富達基金-太平洋基金(A股美元),2026-08-11,63.8,美元,太平洋地區(含日本),股票型,-25.73,-2.36,0.49,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(美元)U-累積,2026-08-11,57.9904,美元,亞洲不含日本,股票型,33.65,10.48,0.62,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(美元)U-月配固定(基金之配息來源可能為本金),2026-08-11,27.5768,美元,亞洲不含日本,股票型,33.64,10.47,0.62,淨值+報酬率
usa,,施羅德環球基金系列-美國小型公司影響力(美元)A-累積,2026-08-11,302.1484,美元,美國,中小型股,33.59,11.4,0.66,淨值+報酬率
japan,,安本基金-亞太永續股票基金X累積美元,2026-08-11,20.9252,美元,亞洲不含日本,股票型,33.48,9.7,0.48,淨值+報酬率
japan,,施羅德環球基金系列-亞洲收益股票(澳幣避險)A-月配固定(C)(基金之配息來源可能為本金),2026-08-11,46.776,澳幣,亞洲不含日本,股票型,33.44,10.49,0.61,淨值+報酬率
japan,,富達基金-亞太入息基金(A股H月配息澳幣避險)(本基金之配息來源可能為本金且並無保證收益及配息),2026-08-11,20.43,澳幣,亞太不含日本,股票型,33.41,7.89,0.74,淨值+報酬率
healthcare,,瑞銀(盧森堡)健康轉型基金(美元)(本基金非屬環境、社會及治理相關主題基金),2026-08-10,548.35,美元,全球,健康護理股,33.27,6.62,0.71,淨值+報酬率
japan,,景順日本小型企業基金A(美元對沖)股美元,2026-08-11,38.03,美元,日本,中小型股,33.2,17.34,0.58,淨值+報酬率
